ID	cluster_DMM_4	cluster_DMM_4_lab
4004_SG21R20_pl2F09d	C1	Bacteroides 1
4004_SG21R20_pl2F12_concatd	C1	Bacteroides 1
4004_SG21R20_pl2G01d	C1	Bacteroides 1
4004_SG21R20_pl2G02_concatd	C1	Bacteroides 1
4004_SG21R20_pl2G03d	C1	Bacteroides 1
4004_SG21R20_pl2G04_concatd	C1	Bacteroides 1
4004_SG21R20_pl2G05d	C1	Bacteroides 1
4004_SG21R20_pl2G06d	C1	Bacteroides 1
4004_SG21R20_pl2G07d	C1	Bacteroides 1
4004_SG21R20_pl2G09_concatd	C1	Bacteroides 1
4004_SG21R20_pl2G10_concatd	C1	Bacteroides 1
4004_SG21R20_pl2G11_concatd	C1	Bacteroides 1
4004_SG21R20_pl2G12d	C1	Bacteroides 1
4004_SG21R20_pl2H01_concatd	C1	Bacteroides 1
4004_SG21R20_pl2H03d	C1	Bacteroides 1
4004_SG21R20_pl2H04d	C1	Bacteroides 1
4004_SG21R20_pl2H05_concatd	C1	Bacteroides 1
4004_SG21R20_pl2H06d	C1	Bacteroides 1
4004_SG21R20_pl2H07_concatd	C1	Bacteroides 1
4004_SG21R20_pl2H08d	C1	Bacteroides 1
4004_SG21R20_pl2H09_concatd	C1	Bacteroides 1
4004_SG21R20_pl2H10d	C1	Bacteroides 1
4004_SG21R20_pl2H11_concatd	C1	Bacteroides 1
4004_SG21R20_pl2H12_concatd	C1	Bacteroides 1
4004_SG21R20_pl3A01d	C1	Bacteroides 1
4004_SG21R20_pl3A02d	C1	Bacteroides 1
4004_SG21R20_pl3A03d	C1	Bacteroides 1
4004_SG21R20_pl3A04d	C1	Bacteroides 1
4004_SG21R20_pl3A05d	C1	Bacteroides 1
4004_SG21R20_pl3A06_concatd	C1	Bacteroides 1
4004_SG21R20_pl3A07_concatd	C1	Bacteroides 1
4004_SG21R20_pl3A08_concatd	C1	Bacteroides 1
4004_SG21R20_pl3A09d	C1	Bacteroides 1
4004_SG21R20_pl3A10_concatd	C1	Bacteroides 1
4004_SG21R20_pl3A11_concatd	C1	Bacteroides 1
4004_SG21R20_pl3A12d	C1	Bacteroides 1
4004_SG21R20_pl3B01_concatd	C1	Bacteroides 1
4004_SG21R20_pl3B02_concatd	C1	Bacteroides 1
4004_SG21R20_pl3B04d	C1	Bacteroides 1
4004_SG21R20_pl3B05d	C1	Bacteroides 1
4004_SG21R20_pl3B06_concatd	C1	Bacteroides 1
4004_SG21R20_pl3B07_concatd	C1	Bacteroides 1
4004_SG21R20_pl3B08_concatd	C1	Bacteroides 1
4004_SG21R20_pl3B09_concatd	C1	Bacteroides 1
4004_SG21R20_pl3B10_concatd	C1	Bacteroides 1
4004_SG21R20_pl3B11_concatd	C1	Bacteroides 1
4004_SG21R20_pl3B12_concatd	C1	Bacteroides 1
4004_SG21R20_pl3C01_concatd	C1	Bacteroides 1
4004_SG21R20_pl3C02_concatd	C1	Bacteroides 1
4004_SG21R20_pl3C03_concatd	C1	Bacteroides 1
4004_SG21R20_pl3C04_concatd	C1	Bacteroides 1
4004_SG21R20_pl3C05d	C1	Bacteroides 1
4004_SG21R20_pl3C06d	C1	Bacteroides 1
4004_SG21R20_pl3C07_concatd	C1	Bacteroides 1
4004_SG21R20_pl3C08_concatd	C1	Bacteroides 1
4004_SG21R20_pl3C09d	C1	Bacteroides 1
4004_SG21R20_pl3C11d	C1	Bacteroides 1
4004_SG21R20_pl3C12d	C1	Bacteroides 1
4004_SG21R20_pl3D01d	C1	Bacteroides 1
4004_SG21R20_pl3D02d	C1	Bacteroides 1
4004_SG21R20_pl3D04_concatd	C1	Bacteroides 1
4004_SG21R20_pl3D05_concatd	C1	Bacteroides 1
4004_SG21R20_pl3D07_concatd	C1	Bacteroides 1
4004_SG21R20_pl3D08_concatd	C1	Bacteroides 1
4004_SG21R20_pl3D09_concatd	C1	Bacteroides 1
4004_SG21R20_pl3D10d	C1	Bacteroides 1
4004_SG21R20_pl3D11d	C1	Bacteroides 1
4004_SG21R20_pl3D12_concatd	C1	Bacteroides 1
4004_SG21R20_pl3E01d	C1	Bacteroides 1
4004_SG21R20_pl3E02_concatd	C1	Bacteroides 1
4004_SG21R20_pl3E03d	C1	Bacteroides 1
4004_SG21R20_pl3E04_concatd	C1	Bacteroides 1
4004_SG21R20_pl3E05d	C1	Bacteroides 1
4004_SG21R20_pl3E06_concatd	C1	Bacteroides 1
4004_SG21R20_pl3E07d	C1	Bacteroides 1
4004_SG21R20_pl3E09_concatd	C1	Bacteroides 1
4004_SG21R20_pl3E10_concatd	C1	Bacteroides 1
4004_SG21R20_pl3E11d	C1	Bacteroides 1
4004_SG21R20_pl3E12d	C1	Bacteroides 1
4004_SG21R20_pl3F01_concatd	C1	Bacteroides 1
4004_SG21R20_pl3F02_concatd	C1	Bacteroides 1
4004_SG21R20_pl3F03_concatd	C1	Bacteroides 1
4004_SG21R20_pl3F04_concatd	C1	Bacteroides 1
4004_SG21R20_pl3F05d	C1	Bacteroides 1
4004_SG21R20_pl3F06d	C1	Bacteroides 1
4004_SG21R20_pl3F07_concatd	C1	Bacteroides 1
4004_SG21R20_pl3F08d	C1	Bacteroides 1
4004_SG21R20_pl3F09_concatd	C1	Bacteroides 1
4004_SG21R20_pl3F11d	C1	Bacteroides 1
4004_SG21R20_pl3F12_concatd	C1	Bacteroides 1
4004_SG21R20_pl3G02_concatd	C1	Bacteroides 1
4004_SG21R20_pl3G03d	C1	Bacteroides 1
4004_SG21R20_pl3G04_concatd	C1	Bacteroides 1
4004_SG21R20_pl3G05d	C1	Bacteroides 1
4004_SG21R20_pl3G06_concatd	C1	Bacteroides 1
4004_SG21R20_pl3G07_concatd	C1	Bacteroides 1
4004_SG21R20_pl3G09d	C1	Bacteroides 1
4004_SG21R20_pl3G10_concatd	C1	Bacteroides 1
4004_SG21R20_pl3G11d	C1	Bacteroides 1
4004_SG21R20_pl3G12_concatd	C1	Bacteroides 1
4004_SG21R20_pl3H01_concatd	C1	Bacteroides 1
4004_SG21R20_pl3H02d	C1	Bacteroides 1
4004_SG21R20_pl3H03d	C1	Bacteroides 1
4004_SG21R20_pl3H04_concatd	C1	Bacteroides 1
4004_SG21R20_pl3H05d	C1	Bacteroides 1
4004_SG21R20_pl3H06_concatd	C1	Bacteroides 1
4004_SG21R20_pl3H07_concatd	C1	Bacteroides 1
4004_SG21R20_pl3H09d	C1	Bacteroides 1
4004_SG21R20_pl3H10d	C1	Bacteroides 1
4004_SG21R20_pl3H11d	C1	Bacteroides 1
4004_SG21R20_pl3H12d	C1	Bacteroides 1
4004_SG21R20_pl4A01_concatd	C1	Bacteroides 1
4004_SG21R20_pl4A02d	C1	Bacteroides 1
4004_SG21R20_pl4A03d	C1	Bacteroides 1
4004_SG21R20_pl4A04d	C1	Bacteroides 1
4004_SG21R20_pl4A05d	C1	Bacteroides 1
4004_SG21R20_pl4A06_concatd	C1	Bacteroides 1
4004_SG21R20_pl4A07d	C1	Bacteroides 1
4004_SG21R20_pl4A08_concatd	C1	Bacteroides 1
4004_SG21R20_pl4A09d	C1	Bacteroides 1
4004_SG21R20_pl4A10d	C1	Bacteroides 1
4004_SG21R20_pl4A11d	C1	Bacteroides 1
4004_SG21R20_pl4A12_concatd	C1	Bacteroides 1
4004_SG21R20_pl4B01_concatd	C1	Bacteroides 1
4004_SG21R20_pl4B02d	C1	Bacteroides 1
4004_SG21R20_pl4B03d	C1	Bacteroides 1
4004_SG21R20_pl4B04d	C1	Bacteroides 1
4004_SG21R20_pl4B05_concatd	C1	Bacteroides 1
4004_SG21R20_pl4B06d	C1	Bacteroides 1
4004_SG21R20_pl4B07_concatd	C1	Bacteroides 1
4004_SG21R20_pl4B08d	C1	Bacteroides 1
4004_SG21R20_pl4B09_concatd	C1	Bacteroides 1
4004_SG21R20_pl4B10d	C1	Bacteroides 1
4004_SG21R20_pl4B11d	C1	Bacteroides 1
4004_SG21R20_pl4B12_concatd	C1	Bacteroides 1
4004_SG21R20_pl4C01d	C1	Bacteroides 1
4004_SG21R20_pl4C02_concatd	C1	Bacteroides 1
4004_SG21R20_pl4C03d	C1	Bacteroides 1
4004_SG21R20_pl4C04d	C1	Bacteroides 1
4004_SG21R20_pl4C05d	C1	Bacteroides 1
4004_SG21R20_pl4C06_concatd	C1	Bacteroides 1
4004_SG21R20_pl4C07_concatd	C1	Bacteroides 1
4004_SG21R20_pl4C08_concatd	C1	Bacteroides 1
4004_SG21R20_pl4C09_concatd	C1	Bacteroides 1
4004_SG21R20_pl4C10d	C1	Bacteroides 1
4004_SG21R20_pl4C11d	C1	Bacteroides 1
4004_SG21R20_pl4C12d	C1	Bacteroides 1
4004_SG21R20_pl4D01d	C1	Bacteroides 1
4004_SG21R20_pl4D02_concatd	C1	Bacteroides 1
4004_SG21R20_pl4D03_concatd	C1	Bacteroides 1
4004_SG21R20_pl4D04_concatd	C1	Bacteroides 1
4004_SG21R20_pl4D05_concatd	C1	Bacteroides 1
4004_SG21R20_pl4D06d	C1	Bacteroides 1
4004_SG21R20_pl4D07_concatd	C1	Bacteroides 1
4004_SG21R20_pl4D08_concatd	C1	Bacteroides 1
4004_SG21R20_pl4D09_concatd	C1	Bacteroides 1
4004_SG21R20_pl4D10_concatd	C1	Bacteroides 1
4004_SG21R20_pl4D11_concatd	C1	Bacteroides 1
4004_SG21R20_pl4D12d	C1	Bacteroides 1
4004_SG21R20_pl4E01d	C1	Bacteroides 1
4004_SG21R20_pl4E02d	C1	Bacteroides 1
4004_SG21R20_pl4E03_concatd	C1	Bacteroides 1
4004_SG21R20_pl4E04d	C1	Bacteroides 1
4004_SG21R20_pl4E05_concatd	C1	Bacteroides 1
4004_SG21R20_pl4E06_concatd	C1	Bacteroides 1
4004_SG21R20_pl4E08d	C1	Bacteroides 1
4004_SG21R20_pl4E09d	C1	Bacteroides 1
4004_SG21R20_pl4E10_concatd	C1	Bacteroides 1
4004_SG21R20_pl4E11d	C1	Bacteroides 1
4004_SG21R20_pl4E12d	C1	Bacteroides 1
4004_SG21R20_pl4F01_concatd	C1	Bacteroides 1
4004_SG21R20_pl4F04d	C1	Bacteroides 1
4004_SG21R20_pl4F05_concatd	C1	Bacteroides 1
4004_SG21R20_pl4F06d	C1	Bacteroides 1
4004_SG21R20_pl4F07d	C1	Bacteroides 1
4004_SG21R20_pl4F08d	C1	Bacteroides 1
4004_SG21R20_pl4F09_concatd	C1	Bacteroides 1
4004_SG21R20_pl4F10_concatd	C1	Bacteroides 1
4004_SG21R20_pl4F12_concatd	C1	Bacteroides 1
4004_SG21R20_pl4G01_concatd	C1	Bacteroides 1
4004_SG21R20_pl4G03_concatd	C1	Bacteroides 1
4004_SG21R20_pl4G04d	C1	Bacteroides 1
4004_SG21R20_pl4G05d	C1	Bacteroides 1
4004_SG21R20_pl4G06_concatd	C1	Bacteroides 1
4004_SG21R20_pl4G07d	C1	Bacteroides 1
4004_SG21R20_pl4G08_concatd	C1	Bacteroides 1
4004_SG21R20_pl4G09_concatd	C1	Bacteroides 1
4004_SG21R20_pl4G10_concatd	C1	Bacteroides 1
4004_SG21R20_pl4G11_concatd	C1	Bacteroides 1
4004_SG21R20_pl4G12_concatd	C1	Bacteroides 1
4004_SG21R20_pl4H01d	C1	Bacteroides 1
4004_SG21R20_pl4H02d	C1	Bacteroides 1
4004_SG21R20_pl4H04_concatd	C1	Bacteroides 1
4004_SG21R20_pl4H05_concatd	C1	Bacteroides 1
4004_SG21R20_pl4H07_concatd	C1	Bacteroides 1
4004_SG21R20_pl4H08d	C1	Bacteroides 1
4004_SG21R20_pl4H10_concatd	C1	Bacteroides 1
4004_SG21R20_pl4H11_concatd	C1	Bacteroides 1
4004_SG21R20_pl4H12_concatd	C1	Bacteroides 1
4004_SG21R20_pl5A02_concatd	C1	Bacteroides 1
4004_SG21R20_pl5A03d	C1	Bacteroides 1
4004_SG21R20_pl5A04_concatd	C1	Bacteroides 1
4004_SG21R20_pl5A05_concatd	C1	Bacteroides 1
4004_SG21R20_pl5A06_concatd	C1	Bacteroides 1
4004_SG21R20_pl5A08_concatd	C1	Bacteroides 1
4004_SG21R20_pl5A09d	C1	Bacteroides 1
4004_SG21R20_pl5A10_concatd	C1	Bacteroides 1
4004_SG21R20_pl5A11d	C1	Bacteroides 1
4004_SG21R20_pl5A12d	C1	Bacteroides 1
4004_SG21R20_pl5B01_concatd	C1	Bacteroides 1
4004_SG21R20_pl5B02_concatd	C1	Bacteroides 1
4004_SG21R20_pl5B03_concatd	C1	Bacteroides 1
4004_SG21R20_pl5B04_concatd	C1	Bacteroides 1
4004_SG21R20_pl5B05_concatd	C1	Bacteroides 1
4004_SG21R20_pl5B06_concatd	C1	Bacteroides 1
4004_SG21R20_pl5B07_concatd	C1	Bacteroides 1
4004_SG21R20_pl5B08_concatd	C1	Bacteroides 1
4004_SG21R20_pl5B11d	C1	Bacteroides 1
4004_SG21R20_pl5B12_concatd	C1	Bacteroides 1
4004_SG21R20_pl5C01_concatd	C1	Bacteroides 1
4004_SG21R20_pl5C02_concatd	C1	Bacteroides 1
4004_SG21R20_pl5C03_concatd	C1	Bacteroides 1
4004_SG21R20_pl5C04_concatd	C1	Bacteroides 1
4004_SG21R20_pl5C06_concatd	C1	Bacteroides 1
4004_SG21R20_pl5C07_concatd	C1	Bacteroides 1
4004_SG21R20_pl5C09d	C1	Bacteroides 1
4004_SG21R20_pl5C10_concatd	C1	Bacteroides 1
4004_SG21R20_pl5C11d	C1	Bacteroides 1
4004_SG21R20_pl5C12d	C1	Bacteroides 1
4004_SG21R20_pl5D01d	C1	Bacteroides 1
4004_SG21R20_pl5D02_concatd	C1	Bacteroides 1
4004_SG21R20_pl5D04d	C1	Bacteroides 1
4004_SG21R20_pl5D05_concatd	C1	Bacteroides 1
4004_SG21R20_pl5D06_concatd	C1	Bacteroides 1
4004_SG21R20_pl5D07_concatd	C1	Bacteroides 1
4004_SG21R20_pl5D08_concatd	C1	Bacteroides 1
4004_SG21R20_pl5D09_concatd	C1	Bacteroides 1
4004_SG21R20_pl5D10_concatd	C1	Bacteroides 1
4004_SG21R20_pl5D12d	C1	Bacteroides 1
4004_SG21R20_pl5E01_concatd	C1	Bacteroides 1
4004_SG21R20_pl5E02_concatd	C1	Bacteroides 1
4004_SG21R20_pl5E04d	C1	Bacteroides 1
4004_SG21R20_pl5E05d	C1	Bacteroides 1
4004_SG21R20_pl5E06_concatd	C1	Bacteroides 1
4004_SG21R20_pl5E07_concatd	C1	Bacteroides 1
4004_SG21R20_pl5E09d	C1	Bacteroides 1
4004_SG21R20_pl5E10_concatd	C1	Bacteroides 1
4004_SG21R20_pl5E11d	C1	Bacteroides 1
4004_SG21R20_pl5E12d	C1	Bacteroides 1
4004_SG21R20_pl5F01_concatd	C1	Bacteroides 1
4004_SG21R20_pl5F02d	C1	Bacteroides 1
4004_SG21R20_pl5F03_concatd	C1	Bacteroides 1
4004_SG21R20_pl5F04_concatd	C1	Bacteroides 1
4004_SG21R20_pl5F05_concatd	C1	Bacteroides 1
4004_SG21R20_pl5F08d	C1	Bacteroides 1
4004_SG21R20_pl5F09d	C1	Bacteroides 1
4004_SG21R20_pl5F10_concatd	C1	Bacteroides 1
4004_SG21R20_pl5F11_concatd	C1	Bacteroides 1
4004_SG21R20_pl5G01_concatd	C1	Bacteroides 1
4004_SG21R20_pl5G02d	C1	Bacteroides 1
4004_SG21R20_pl5G03_concatd	C1	Bacteroides 1
4004_SG21R20_pl5G04_concatd	C1	Bacteroides 1
4004_SG21R20_pl5G05_concatd	C1	Bacteroides 1
4004_SG21R20_pl5G06d	C1	Bacteroides 1
4004_SG21R20_pl5G07d	C1	Bacteroides 1
4004_SG21R20_pl5G08d	C1	Bacteroides 1
4004_SG21R20_pl5G09_concatd	C1	Bacteroides 1
4004_SG21R20_pl5G10_concatd	C1	Bacteroides 1
4004_SG21R20_pl5G11_concatd	C1	Bacteroides 1
4004_SG21R20_pl5G12_concatd	C1	Bacteroides 1
4004_SG21R20_pl5H01_concatd	C1	Bacteroides 1
4004_SG21R20_pl5H02_concatd	C1	Bacteroides 1
4004_SG21R20_pl5H03d	C1	Bacteroides 1
4004_SG21R20_pl5H04d	C1	Bacteroides 1
4004_SG21R20_pl5H05d	C1	Bacteroides 1
4004_SG21R20_pl5H06d	C1	Bacteroides 1
4004_SG21R20_pl5H07_concatd	C1	Bacteroides 1
4004_SG21R20_pl5H08d	C1	Bacteroides 1
4004_SG21R20_pl5H09_concatd	C1	Bacteroides 1
4004_SG21R20_pl5H10_concatd	C1	Bacteroides 1
4004_SG21R20_pl5H11_concatd	C1	Bacteroides 1
4004_SG21R20_pl5H12_concatd	C1	Bacteroides 1
4004_SG21R20_pl6A01_concatd	C1	Bacteroides 1
4004_SG21R20_pl6A02d	C1	Bacteroides 1
4004_SG21R20_pl6A03d	C1	Bacteroides 1
4004_SG21R20_pl6A05d	C1	Bacteroides 1
4004_SG21R20_pl6A06_concatd	C1	Bacteroides 1
4004_SG21R20_pl6A07d	C1	Bacteroides 1
4004_SG21R20_pl6A08d	C1	Bacteroides 1
4004_SG21R20_pl6A10d	C1	Bacteroides 1
4004_SG21R20_pl6A11_concatd	C1	Bacteroides 1
4004_SG21R20_pl6A12d	C1	Bacteroides 1
4004_SG21R20_pl6B01d	C1	Bacteroides 1
4004_SG21R20_pl6B02d	C1	Bacteroides 1
4004_SG21R20_pl6B03d	C1	Bacteroides 1
4004_SG21R20_pl6B04d	C1	Bacteroides 1
4004_SG21R20_pl6B05d	C1	Bacteroides 1
4004_SG21R20_pl6B07d	C1	Bacteroides 1
4004_SG21R20_pl6B08d	C1	Bacteroides 1
4004_SG21R20_pl6B09d	C1	Bacteroides 1
4004_SG21R20_pl6B10d	C1	Bacteroides 1
4004_SG21R20_pl6B11_concatd	C1	Bacteroides 1
4004_SG21R20_pl6B12d	C1	Bacteroides 1
4004_SG21R20_pl6C01d	C1	Bacteroides 1
4004_SG21R20_pl6C02d	C1	Bacteroides 1
4004_SG21R20_pl6C03d	C1	Bacteroides 1
4004_SG21R20_pl6C04_concatd	C1	Bacteroides 1
4004_SG21R20_pl6C05d	C1	Bacteroides 1
4004_SG21R20_pl6C07_concatd	C1	Bacteroides 1
4004_SG21R20_pl6C08_concatd	C1	Bacteroides 1
4004_SG21R20_pl6C09d	C1	Bacteroides 1
4004_SG21R20_pl6C10_concatd	C1	Bacteroides 1
4004_SG21R20_pl6C11_concatd	C1	Bacteroides 1
4004_SG21R20_pl6C12_concatd	C1	Bacteroides 1
4004_SG21R20_pl6D01d	C1	Bacteroides 1
4004_SG21R20_pl6D02d	C1	Bacteroides 1
4004_SG21R20_pl6D03_concatd	C1	Bacteroides 1
4004_SG21R20_pl6D04_concatd	C1	Bacteroides 1
4004_SG21R20_pl6D05_concatd	C1	Bacteroides 1
4004_SG21R20_pl6D06d	C1	Bacteroides 1
4004_SG21R20_pl6D07_concatd	C1	Bacteroides 1
4004_SG21R20_pl6D08d	C1	Bacteroides 1
4004_SG21R20_pl6D09d	C1	Bacteroides 1
4004_SG21R20_pl6D10d	C1	Bacteroides 1
4004_SG21R20_pl6D11d	C1	Bacteroides 1
4004_SG21R20_pl6D12_concatd	C1	Bacteroides 1
4004_SG21R20_pl6E01_concatd	C1	Bacteroides 1
4004_SG21R20_pl6E02d	C1	Bacteroides 1
4004_SG21R20_pl6E04_concatd	C1	Bacteroides 1
4004_SG21R20_pl6E05d	C1	Bacteroides 1
4004_SG21R20_pl6E06_concatd	C1	Bacteroides 1
4004_SG21R20_pl6E07_concatd	C1	Bacteroides 1
4004_SG21R20_pl6E08_concatd	C1	Bacteroides 1
4004_SG21R20_pl6E09d	C1	Bacteroides 1
4004_SG21R20_pl6E10_concatd	C1	Bacteroides 1
4004_SG21R20_pl6E11_concatd	C1	Bacteroides 1
4004_SG21R20_pl6E12d	C1	Bacteroides 1
4004_SG21R20_pl6F01d	C1	Bacteroides 1
4004_SG21R20_pl6F02d	C1	Bacteroides 1
4004_SG21R20_pl6F03_concatd	C1	Bacteroides 1
4004_SG21R20_pl6F04d	C1	Bacteroides 1
4004_SG21R20_pl6F05_concatd	C1	Bacteroides 1
4004_SG21R20_pl6F06_concatd	C1	Bacteroides 1
4004_SG21R20_pl6F07_concatd	C1	Bacteroides 1
4004_SG21R20_pl6F08d	C1	Bacteroides 1
4004_SG21R20_pl6F09_concatd	C1	Bacteroides 1
4004_SG21R20_pl6F10_concatd	C1	Bacteroides 1
4004_SG21R20_pl6F11d	C1	Bacteroides 1
4004_SG21R20_pl6F12d	C1	Bacteroides 1
4004_SG21R20_pl6G01_concatd	C1	Bacteroides 1
4004_SG21R20_pl6G02d	C1	Bacteroides 1
4004_SG21R20_pl6G03_concatd	C1	Bacteroides 1
4004_SG21R20_pl6G04_concatd	C1	Bacteroides 1
4004_SG21R20_pl6G05_concatd	C1	Bacteroides 1
4004_SG21R20_pl6G06d	C1	Bacteroides 1
4004_SG21R20_pl6G08_concatd	C1	Bacteroides 1
4004_SG21R20_pl6G09d	C1	Bacteroides 1
4004_SG21R20_pl6G10_concatd	C1	Bacteroides 1
4004_SG21R20_pl6G12_concatd	C1	Bacteroides 1
4004_SG21R20_pl6H01d	C1	Bacteroides 1
4004_SG21R20_pl6H02d	C1	Bacteroides 1
4004_SG21R20_pl6H04d	C1	Bacteroides 1
4004_SG21R20_pl6H05d	C1	Bacteroides 1
4004_SG21R20_pl6H06d	C1	Bacteroides 1
4004_SG21R20_pl6H07_concatd	C1	Bacteroides 1
4004_SG21R20_pl6H08_concatd	C1	Bacteroides 1
4004_SG21R20_pl6H09d	C1	Bacteroides 1
4004_SG21R20_pl6H10_concatd	C1	Bacteroides 1
4004_SG21R20_pl6H11_concatd	C1	Bacteroides 1
4004_SG21R20_pl6H12d	C1	Bacteroides 1
4004_SG21R20_pl7A01d	C1	Bacteroides 1
4004_SG21R20_pl7A02d	C1	Bacteroides 1
4004_SG21R20_pl7A03_concatd	C1	Bacteroides 1
4004_SG21R20_pl7A04_concatd	C1	Bacteroides 1
4004_SG21R20_pl7A05d	C1	Bacteroides 1
4004_SG21R20_pl7A06_concatd	C1	Bacteroides 1
4004_SG21R20_pl7A07d	C1	Bacteroides 1
4004_SG21R20_pl7A08d	C1	Bacteroides 1
4004_SG21R20_pl7A10_concatd	C1	Bacteroides 1
4004_SG21R20_pl7B01_concatd	C1	Bacteroides 1
4004_SG21R20_pl7B02d	C1	Bacteroides 1
4004_SG21R20_pl7B03d	C1	Bacteroides 1
4004_SG21R20_pl7B04d	C1	Bacteroides 1
4004_SG21R20_pl7B05d	C1	Bacteroides 1
4004_SG21R20_pl7B06d	C1	Bacteroides 1
4004_SG21R20_pl7B07_concatd	C1	Bacteroides 1
4004_SG21R20_pl7B08_concatd	C1	Bacteroides 1
4004_SG21R20_pl7B09d	C1	Bacteroides 1
4004_SG21R20_pl7B10_concatd	C1	Bacteroides 1
4004_SG21R20_pl7B12_concatd	C1	Bacteroides 1
4004_SG21R20_pl7C01d	C1	Bacteroides 1
4004_SG21R20_pl7C02_concatd	C1	Bacteroides 1
4004_SG21R20_pl7C03d	C1	Bacteroides 1
4004_SG21R20_pl7C04d	C1	Bacteroides 1
4004_SG21R20_pl7C05d	C1	Bacteroides 1
4004_SG21R20_pl7C06d	C1	Bacteroides 1
4004_SG21R20_pl7C08d	C1	Bacteroides 1
4004_SG21R20_pl7C09d	C1	Bacteroides 1
4004_SG21R20_pl7C11_concatd	C1	Bacteroides 1
4004_SG21R20_pl7C12_concatd	C1	Bacteroides 1
4004_SG21R20_pl7D01_concatd	C1	Bacteroides 1
4004_SG21R20_pl7D02d	C1	Bacteroides 1
4004_SG21R20_pl7D03d	C1	Bacteroides 1
4004_SG21R20_pl7D04d	C1	Bacteroides 1
4004_SG21R20_pl7D05d	C1	Bacteroides 1
4004_SG21R20_pl7D07d	C1	Bacteroides 1
4004_SG21R20_pl7D08_concatd	C1	Bacteroides 1
4004_SG21R20_pl7D09d	C1	Bacteroides 1
4004_SG21R20_pl7D10_concatd	C1	Bacteroides 1
4004_SG21R20_pl7D11d	C1	Bacteroides 1
4004_SG21R20_pl7D12_concatd	C1	Bacteroides 1
4004_SG21R20_pl7E01_concatd	C1	Bacteroides 1
4004_SG21R20_pl7E02d	C1	Bacteroides 1
4004_SG21R20_pl7E03_concatd	C1	Bacteroides 1
4004_SG21R20_pl7E04d	C1	Bacteroides 1
4004_SG21R20_pl7E05d	C1	Bacteroides 1
4004_SG21R20_pl7E06_concatd	C1	Bacteroides 1
4004_SG21R20_pl7E07_concatd	C1	Bacteroides 1
4004_SG21R20_pl7E08_concatd	C1	Bacteroides 1
4004_SG21R20_pl7E09_concatd	C1	Bacteroides 1
4004_SG21R20_pl7E10_concatd	C1	Bacteroides 1
4004_SG21R20_pl7E11_concatd	C1	Bacteroides 1
4004_SG21R20_pl7E12_concatd	C1	Bacteroides 1
4004_SG21R20_pl7F01_concatd	C1	Bacteroides 1
4004_SG21R20_pl7F03_concatd	C1	Bacteroides 1
4004_SG21R20_pl7F04d	C1	Bacteroides 1
4004_SG21R20_pl7F05_concatd	C1	Bacteroides 1
4004_SG21R20_pl7F06d	C1	Bacteroides 1
4004_SG21R20_pl7F08d	C1	Bacteroides 1
4004_SG21R20_pl7F09_concatd	C1	Bacteroides 1
4004_SG21R20_pl7F10_concatd	C1	Bacteroides 1
4004_SG21R20_pl7F11_concatd	C1	Bacteroides 1
4004_SG21R20_pl7F12d	C1	Bacteroides 1
4004_SG21R20_pl7G01d	C1	Bacteroides 1
4004_SG21R20_pl7G02_concatd	C1	Bacteroides 1
4004_SG21R20_pl7G03_concatd	C1	Bacteroides 1
4004_SG21R20_pl7G04_concatd	C1	Bacteroides 1
4004_SG21R20_pl7G05_concatd	C1	Bacteroides 1
4004_SG21R20_pl7G06d	C1	Bacteroides 1
4004_SG21R20_pl7G09d	C1	Bacteroides 1
4004_SG21R20_pl7G10d	C1	Bacteroides 1
4004_SG21R20_pl7G11d	C1	Bacteroides 1
4004_SG21R20_pl7G12_concatd	C1	Bacteroides 1
4004_SG21R20_pl7H01_concatd	C1	Bacteroides 1
4004_SG21R20_pl7H02d	C1	Bacteroides 1
4004_SG21R20_pl7H03d	C1	Bacteroides 1
4004_SG21R20_pl7H04_concatd	C1	Bacteroides 1
4004_SG21R20_pl7H05d	C1	Bacteroides 1
4004_SG21R20_pl7H06d	C1	Bacteroides 1
4004_SG21R20_pl7H07d	C1	Bacteroides 1
4004_SG21R20_pl7H08d	C1	Bacteroides 1
4004_SG21R20_pl7H09d	C1	Bacteroides 1
4004_SG21R20_pl7H11_concatd	C1	Bacteroides 1
4004_SG21R20_pl7H12_concatd	C1	Bacteroides 1
4004_SG21R20_pl8A01_concatd	C1	Bacteroides 1
4004_SG21R20_pl8A02_concatd	C1	Bacteroides 1
4004_SG21R20_pl8A04_concatd	C1	Bacteroides 1
4004_SG21R20_pl8A05d	C1	Bacteroides 1
4004_SG21R20_pl8A06_concatd	C1	Bacteroides 1
4004_SG21R20_pl8A07d	C1	Bacteroides 1
4004_SG21R20_pl8A08d	C1	Bacteroides 1
4004_SG21R20_pl8A09d	C1	Bacteroides 1
4004_SG21R20_pl8A10_concatd	C1	Bacteroides 1
4004_SG21R20_pl8A11_concatd	C1	Bacteroides 1
4004_SG21R20_pl8A12d	C1	Bacteroides 1
4004_SG21R20_pl8B01_concatd	C1	Bacteroides 1
4004_SG21R20_pl8B02_concatd	C1	Bacteroides 1
4004_SG21R20_pl8B03d	C1	Bacteroides 1
4004_SG21R20_pl8B04_concatd	C1	Bacteroides 1
4004_SG21R20_pl8B05_concatd	C1	Bacteroides 1
4004_SG21R20_pl8B06_concatd	C1	Bacteroides 1
4004_SG21R20_pl8B07_concatd	C1	Bacteroides 1
